iter,loss_total,loss_pde,loss_ic,loss_bc
67,1.0443835817277683e-06,3.6670285442984434e-07,3.921315294157616e-08,5.912985102487093e-07
68,1.028183636732839e-06,3.6747930730566405e-07,3.6740125578157135e-08,5.853930341133113e-07
69,1.019666322412021e-06,3.6469374830719493e-07,3.634353614973967e-08,5.807798387034466e-07
70,1.0079075898967422e-06,3.5811406340781644e-07,3.637703676306888e-08,5.742702026204172e-07
71,9.90501061097954e-07,3.518543103526474e-07,3.4986816628578904e-08,5.689970001654913e-07
72,9.84138490831765e-07,3.418867617777776e-07,3.414483447092172e-08,5.78419672718539e-07
73,9.711735024771844e-07,3.4442282992510456e-07,3.222850843146967e-08,5.709852692184552e-07
74,9.653453402907367e-07,3.4532694724790386e-07,3.1649882476873624e-08,5.662408346401948e-07
75,9.52455303807251e-07,3.4395233442511165e-07,3.0850683778216865e-08,5.569871683749961e-07
76,9.339216661283019e-07,3.3870764276441247e-07,3.017723290576832e-08,5.448215329146984e-07
77,9.021803725199894e-07,3.2658800178583965e-07,2.9358023695766334e-08,5.258118669003315e-07
78,8.923530653837115e-07,3.218905016508564e-07,2.9762681305398067e-08,5.171445569108118e-07
79,8.788055931211581e-07,3.1419760600842315e-07,2.9655030217940736e-08,5.106553262803167e-07
80,8.685862721537589e-07,3.078022210765333e-07,2.9617018939098803e-08,5.062238631890139e-07
81,8.555119339253834e-07,2.9936793167002786e-07,2.996963940292889e-08,4.984641319330858e-07
82,8.397996549506994e-07,2.943480877658075e-07,2.9680101849618066e-08,4.871678624924515e-07
83,8.217237657024225e-07,2.908613774091243e-07,2.9510805865652928e-08,4.7040587013650454e-07
84,8.03346978333964e-07,2.879343084134944e-07,2.9112981713848055e-08,4.539609650049587e-07
85,7.869828725960579e-07,2.8461545322341186e-07,2.901390830452696e-08,4.3866031202492204e-07
86,7.764399539065089e-07,2.795324095084316e-07,3.139094870613623e-08,4.178059080569981e-07
87,7.618910747398567e-07,2.780516892075806e-07,2.9345220890602826e-08,4.141086021524429e-07
88,7.466915088732017e-07,2.732668179817656e-07,2.867845887276079e-08,4.054046103968975e-07
89,7.387887974711138e-07,2.699065933961643e-07,2.8718851641346556e-08,3.9962929560190036e-07
90,7.343336307981396e-07,2.6771687755225904e-07,2.7961920296560866e-08,4.013920314965105e-07
91,7.24293463583723e-07,2.639459104716242e-07,2.8314056128379406e-08,3.916504523713272e-07
92,7.175201880982026e-07,2.6225758917292057e-07,2.8205190776191768e-08,3.861060836518275e-07
93,7.074405658254223e-07,2.5922480083978685e-07,2.8001897074935786e-08,3.7873582801252716e-07
94,7.022877285429208e-07,2.5738761160514503e-07,2.7527524797338057e-08,3.7753085206306604e-07
95,6.939761909093403e-07,2.543839152976707e-07,2.718462129570321e-08,3.7311332438671435e-07
96,6.82097121540917e-07,2.4889402428566217e-07,2.6802621440283418e-08,3.6761203861139683e-07
97,6.732347769068313e-07,2.4403447515501023e-07,2.6862405115604826e-08,3.623783520602742e-07
98,6.578301666063901e-07,2.3542407596260423e-07,2.677951206638749e-08,3.5459646521485144e-07
99,6.491271970141423e-07,2.2920814239338482e-07,2.7447476427379735e-08,3.475755023401135e-07
100,6.347574131039423e-07,2.2352874024724344e-07,2.6982346096819205e-08,3.397674375921815e-07
101,6.190275267814616e-07,2.1771707079973977e-07,2.7156545046285044e-08,3.2664354917854144e-07
102,6.063590587366025e-07,2.127199881536498e-07,2.7262146898974215e-08,3.1666677202194147e-07
103,5.995499402926686e-07,2.0929392441068454e-07,2.7962575358668647e-08,3.083602450014734e-07
104,5.908646403576378e-07,2.068385179978067e-07,2.715711454362329e-08,3.055831891546841e-07
105,5.816253209100389e-07,2.0353611988288757e-07,2.6204694668593007e-08,3.0404113210725204e-07
106,5.728291309599314e-07,1.9940641562090948e-07,2.5567871252624052e-08,3.0216111853621514e-07
107,5.61833998358477e-07,1.9159277091214355e-07,2.5463977963951084e-08,2.989059745646604e-07
108,5.499768165931684e-07,1.8704985292125923e-07,2.4195406851373617e-08,2.975749476693935e-07
109,5.434191293780873e-07,1.853763408438806e-07,2.3500442710984716e-08,2.9577712061664713e-07
110,5.35793700666516e-07,1.822065889592835e-07,2.3143188336141675e-08,2.924835044460023e-07
111,5.28263253922869e-07,1.7832155801895746e-07,2.2913778387039474e-08,2.8941313352058733e-07
112,5.201963207995812e-07,1.726922720231971e-07,2.2488563611420737e-08,2.88984082377853e-07
113,5.139761601364679e-07,1.712752370500403e-07,2.1859227265163833e-08,2.8689286938776335e-07
114,5.092378762871894e-07,1.7028566755916248e-07,2.1452816709727723e-08,2.8475423130973274e-07
115,5.016909840053867e-07,1.68233062579287e-07,2.105810143949074e-08,2.804191375918007e-07
116,4.920491479645128e-07,1.6392696639494014e-07,2.1903831641498773e-08,2.688655383996146e-07
117,4.844362490784591e-07,1.6253653700062806e-07,2.1160598089402532e-08,2.657257192628257e-07
118,4.75376314797458e-07,1.61359110532732e-07,1.9905514944604774e-08,2.6362182804177534e-07
119,4.692451922472647e-07,1.5947961776714393e-07,1.9320530567922582e-08,2.619374821647241e-07
120,4.6082349301760106e-07,1.5835246685663527e-07,1.8263807555018506e-08,2.593646820819546e-07
121,4.5718342457633827e-07,1.576727923869024e-07,1.8073933987755483e-08,2.568926218104213e-07
122,4.5039577652581914e-07,1.5542119972606826e-07,1.783974142603674e-08,2.527657889301126e-07
123,4.467121680683751e-07,1.531827964412594e-07,1.7804233932566642e-08,2.5121729834349726e-07
124,4.4192910205970387e-07,1.5077882962007202e-07,1.7417640112460176e-08,2.506288141858953e-07
125,4.369762475389921e-07,1.4768377664244998e-07,1.710630009916605e-08,2.5022576914889e-07
126,4.2894024217582795e-07,1.4206377339769003e-07,1.6764432909282268e-08,2.493250858053993e-07
127,4.2430225393233353e-07,1.3560168740583818e-07,1.663505255680465e-08,2.5232037373639996e-07
128,4.189138323270011e-07,1.3387926470701529e-07,1.6164289100546035e-08,2.506670137116258e-07
129,4.169191237314496e-07,1.3386220801962885e-07,1.595702392650679e-08,2.4949611184063814e-07
130,4.1106322175282463e-07,1.3171415916124511e-07,1.5652467461045774e-08,2.467986757663994e-07
131,4.0634124823072203e-07,1.2986442781105876e-07,1.5649049172945072e-08,2.433199381859125e-07
132,3.9812169006259453e-07,1.2523581128039287e-07,1.520063136847957e-08,2.416245028418374e-07
133,3.9104341608299095e-07,1.2148885038987192e-07,1.4736881201077356e-08,2.403369755840964e-07
134,3.840038192980522e-07,1.1839289299601474e-07,1.4248254965035856e-08,2.3845210500113596e-07
135,3.81996333634799e-07,1.1747472649545662e-07,1.4291884274579081e-08,2.3686433687638822e-07
136,3.7723159334036167e-07,1.1623289203394705e-07,1.3923136923066538e-08,2.3477575663098237e-07
137,3.711967905268787e-07,1.1501221362746743e-07,1.3575210464646956e-08,2.30989720825469e-07
138,3.6305309576627044e-07,1.132552961403475e-07,1.3003065860177411e-08,2.2662747464745442e-07
139,3.6109484045478236e-07,1.105389097530211e-07,1.2504628770031444e-08,2.3052924222773269e-07
140,3.525729971072548e-07,1.1002020089032852e-07,1.178879068759137e-08,2.2505640735068543e-07
141,3.4798969200571607e-07,1.0895700855700544e-07,1.1309490555905928e-08,2.2363178241245068e-07
142,3.4381660651591373e-07,1.0715188299586824e-07,1.1086354332576973e-08,2.220802101007053e-07
143,3.399001675858043e-07,1.0554638958759302e-07,1.0898250896780327e-08,2.2038877581440072e-07
144,3.3591159700027853e-07,1.0216430001586786e-07,1.1049824563251237e-08,2.1874426686162044e-07
145,3.2947435396259584e-07,1.0123975362259692e-07,1.049668497739737e-08,2.1533333054147274e-07
146,3.2470492112550657e-07,1.0041836582511906e-07,1.0222806109740844e-08,2.1215997766892371e-07
147,3.186538858996242e-07,9.847755864604677e-08,9.955332187607844e-09,2.0875077283082715e-07
148,3.170489620812705e-07,9.773863059904566e-08,9.974830971593722e-09,2.075792523684545e-07
149,3.1380845884123484e-07,9.609622651542345e-08,9.799240319081336e-09,2.066814924243856e-07
150,3.118878872325002e-07,9.495483840093395e-08,9.713545943972742e-09,2.0624426149623062e-07
151,3.086840589869923e-07,9.300767481730092e-08,9.652665262522554e-09,2.0507706859318375e-07
152,3.059710997848475e-07,8.973376758391839e-08,9.892541498655066e-09,2.0432719389391142e-07
153,3.005652523972059e-07,8.793569049527794e-08,9.588235911122598e-09,2.0175018656204332e-07
154,2.9757343224612643e-07,8.706960757842812e-08,9.20041342872073e-09,2.0147770651745787e-07
155,2.9523901701686397e-07,8.608793627780619e-08,8.945000722352012e-09,2.0135579167785877e-07
156,2.902661230924956e-07,8.398298066884468e-08,8.747054239587848e-09,1.9904460286094192e-07
157,2.8785278570048547e-07,8.180764890520067e-08,8.922841990776148e-09,1.9770431672246793e-07
158,2.8165833603280765e-07,7.907417029470634e-08,8.804431723546155e-09,1.9419542615947305e-07
159,2.787187496264191e-07,7.79624032158209e-08,8.688878851864736e-09,1.926590797916222e-07
160,2.727431673409791e-07,7.52526108808314e-08,8.61451949991468e-09,1.8912476808464466e-07
161,2.721419448141241e-07,7.350154765312922e-08,9.24394709588395e-09,1.8676475423923e-07
162,2.6844373057185224e-07,7.395829954650764e-08,8.506208999602754e-09,1.8611087374984122e-07
163,2.6728871867580165e-07,7.386531769980186e-08,8.384375590143868e-09,1.8554499045092996e-07
164,2.6544320471232935e-07,7.345250096572449e-08,8.296177141156486e-09,1.843265662329941e-07
165,2.618277847488849e-07,7.24892859036196e-08,8.187230177578075e-09,1.8174642669451998e-07
166,2.5873862872840577e-07,7.159171817470641e-08,8.374780833874982e-09,1.7795586922123414e-07
167,2.5470627840626705e-07,7.07232282562571e-08,8.281380778993276e-09,1.7465950321477913e-07
168,2.505672497176224e-07,6.958283385848254e-08,8.16615406468146e-09,1.7169484119802175e-07
169,2.4855061850909264e-07,6.890023540202082e-08,8.017030455861904e-09,1.7096064448241308e-07
170,2.4466025346755455e-07,6.720796576279266e-08,8.050594420953196e-09,1.6808222972405215e-07
171,2.402172482684355e-07,6.510677384258245e-08,7.991479352359877e-09,1.6558248503065517e-07
172,2.3689334556022527e-07,6.422905674301762e-08,7.869271533867525e-09,1.6333256586132608e-07
173,2.3228619721725396e-07,6.240446192846627e-08,7.814879925509953e-09,1.6026765859019985e-07
174,2.304029824417894e-07,6.172525262888275e-08,7.892862672450451e-09,1.5833491004678564e-07
175,2.2855470873839477e-07,6.132030214206576e-08,7.819862726799461e-09,1.570127295024324e-07
176,2.243357827457953e-07,5.996901778711624e-08,7.769241699257686e-09,1.5382163286592567e-07
177,2.2222137498921216e-07,5.9249811975888e-08,7.710759589858026e-09,1.5247133290727007e-07
178,2.206037275625768e-07,5.8477433729911065e-08,7.606592445375164e-09,1.5206396663048422e-07
179,2.180862449456137e-07,5.776353084062426e-08,7.56929375091381e-09,1.5008958207375863e-07
180,2.1691008561235883e-07,5.7588697137559964e-08,7.47732418501344e-09,1.4941921665389325e-07
181,2.1474994171838374e-07,5.716862671666659e-08,7.364116119960632e-09,1.479757580726014e-07
182,2.123647029692319e-07,5.6658224228455277e-08,7.267294298291987e-09,1.462702144806754e-07
183,2.1083580280347986e-07,5.6010358530781594e-08,7.3541183497336045e-09,1.446781045328138e-07
184,2.0844434570388906e-07,5.541717678356044e-08,7.315865372013273e-09,1.4271588396910397e-07
185,2.0681252006704638e-07,5.491406120491097e-08,7.292427838869921e-09,1.414808513908105e-07
186,2.0450651172624628e-07,5.4166733365534814e-08,7.25377681793429e-09,1.3981289996749095e-07
187,2.0041443510715123e-07,5.265855946558651e-08,7.240751622868022e-09,1.367428384744526e-07
188,1.979403070205792e-07,5.1348757030635545e-08,7.332005187712918e-09,1.3477913750046903e-07
189,1.9454280462927632e-07,5.036425783224456e-08,7.21938317712091e-09,1.3251236823936558e-07
190,1.9397691064175081e-07,4.9673165119489185e-08,7.34844777886061e-09,1.3189373319308848e-07
191,1.9181319371948308e-07,4.9803605417288634e-08,7.034227016777886e-09,1.3097630229572771e-07
192,1.9103941384443476e-07,4.978141168964612e-08,6.8946940300441e-09,1.3089437792224648e-07
193,1.8925594571604989e-07,4.9444356303243907e-08,6.696203124121423e-09,1.3031824170286796e-07
194,1.8732815086464e-07,4.8809467904140356e-08,6.6257831256850784e-09,1.2916389396900602e-07
195,1.8317671668989076e-07,4.758733347638808e-08,6.551009585823173e-09,1.260419924119563e-07
196,1.816429800739106e-07,4.6811717552132784e-08,6.497593283385685e-09,1.2543756022106896e-07
197,1.7833964657891505e-07,4.588043291784632e-08,6.432052829126999e-09,1.2293937213856266e-07
198,1.767057606618026e-07,4.542392765244438e-08,6.3270026052616315e-09,1.2213268135218844e-07
199,1.742074012687409e-07,4.4511463924693473e-08,6.249078228932296e-09,1.2066623276224775e-07
200,1.7365116444718563e-07,4.426795286907725e-08,6.2426038178708875e-09,1.2032393343819247e-07
201,1.7253586529014409e-07,4.389453671846964e-08,6.225477389672274e-09,1.1952245119173014e-07
202,1.7023826412195164e-07,4.3039524549789314e-08,6.262270902972158e-09,1.1754514945863271e-07
203,1.6858004793251366e-07,4.2422208218053135e-08,6.303742334443052e-09,1.1602926235905103e-07
204,1.6790882745180134e-07,4.2051020073943035e-08,6.447528570282962e-09,1.148046200225202e-07
205,1.6670519658936214e-07,4.182184237448606e-08,6.463324068230965e-09,1.1352309647383217e-07
206,1.6538001702674557e-07,4.1549349226967394e-08,6.5034917656415015e-09,1.120006399919404e-07
207,1.6435905300246034e-07,4.1288057631574864e-08,6.494471224213852e-09,1.1112905279980897e-07
208,1.6290195495547403e-07,4.087580345277084e-08,6.456376962928668e-09,1.1008376566632232e-07
209,1.6105984781941995e-07,4.0223576270415805e-08,6.356532871068246e-09,1.0923074074881351e-07
210,1.5937662670622754e-07,3.939994256867188e-08,6.5075944589522234e-09,1.072809399410618e-07
211,1.5811286642444077e-07,3.9093116192526475e-08,6.338925886537562e-09,1.0712293194170763e-07
212,1.5689751650598172e-07,3.865166030359938e-08,6.213710048567237e-09,1.0692828565000033e-07
213,1.5618584374171e-07,3.8019433034162454e-08,6.2229898623161285e-09,1.0677605284939193e-07
214,1.5487560855985339e-07,3.776714745192769e-08,6.11575710957678e-09,1.0612790174340902e-07
215,1.512235202716663e-07,3.6640143863259774e-08,6.109772132396711e-09,1.0308743109887781e-07
216,1.4999803150980123e-07,3.6203103178488695e-08,6.1534536638355325e-09,1.0186589268121378e-07
217,1.464451577796243e-07,3.559698178253909e-08,5.980916465904175e-09,9.930686681869699e-08
218,1.4499419805395956e-07,3.5337151915350786e-08,5.965775037581121e-09,9.79462209638334e-08
219,1.4427652221993036e-07,3.525114654438866e-08,5.848609976152128e-09,9.787673777620561e-08
220,1.4299520897149134e-07,3.5090338452618845e-08,5.7346810019791e-09,9.719238712001917e-08
221,1.403447262135473e-07,3.477144145138706e-08,5.63288062827015e-09,9.496014689252301e-08
222,1.3853939760932303e-07,3.451862985968029e-08,5.596225667808199e-09,9.328777779621139e-08
223,1.3645391762486102e-07,3.374419724660274e-08,5.529157295105771e-09,9.20913035981125e-08
224,1.348095470255168e-07,3.275359668934189e-08,5.3979578450542064e-09,9.207875263137475e-08
225,1.3324704873480113e-07,3.201197064152907e-08,5.3410308958909964e-09,9.141884831535e-08
226,1.316530408163628e-07,3.1031508921402994e-08,5.3107227707111414e-09,9.085247535422546e-08
227,1.305700438635399e-07,3.017869631709093e-08,5.287626103592732e-09,9.071005157114406e-08
228,1.2940595132699026e-07,2.9751768376658935e-08,5.1878698430394966e-09,9.040803067119015e-08
229,1.2747884852782705e-07,2.8960985939877177e-08,4.98225322212221e-09,9.025224632612739e-08
230,1.2615598313799342e-07,2.8734648164484388e-08,4.927507814755711e-09,8.924348507749855e-08
231,1.2522539601998843e-07,2.8595756641360925e-08,4.8788452013388155e-09,8.85697463625722e-08
232,1.2443059804653388e-07,2.8392747553598477e-08,4.869602742756417e-09,8.790401233865987e-08
233,1.2384947811777027e-07,2.822818700056878e-08,4.8546190773288725e-09,8.748605858513411e-08
234,1.2260554184781988e-07,2.766133164636985e-08,4.863894278417434e-09,8.660577300363822e-08
235,1.221230309790845e-07,2.746742966194023e-08,4.855446146721882e-09,8.63046474903251e-08
236,1.2137967250905637e-07,2.7185956710028652e-08,4.815900372752164e-09,8.597823287181644e-08
237,1.2056147419168966e-07,2.6757986857638782e-08,4.779529000017232e-09,8.572014873600171e-08
238,1.1959023626607707e-07,2.6277131389266064e-08,4.734328636317068e-09,8.539280335787641e-08
239,1.1821794520555707e-07,2.542786959519009e-08,4.70065250030324e-09,8.49568281704365e-08
240,1.175277504611103e-07,2.5088059653765124e-08,4.600507998723637e-09,8.512832860519298e-08
241,1.1630061257006675e-07,2.453186711061746e-08,4.536605182387819e-09,8.469275627618607e-08
242,1.155375034163131e-07,2.4147457815639227e-08,4.474582781242035e-09,8.46019819120457e-08
243,1.1539753492888186e-07,2.371831681666639e-08,4.519207735588403e-09,8.468763764330216e-08
244,1.1472040572767612e-07,2.3877182272535803e-08,4.4235615409845424e-09,8.424065756968874e-08
245,1.1436161896618472e-07,2.386200174444981e-08,4.395871413593983e-09,8.398750140406133e-08
246,1.1397442900059329e-07,2.3699088905986488e-08,4.397483099517061e-09,8.370464185003159e-08
247,1.1349447198621723e-07,2.343610491750099e-08,4.392644678898945e-09,8.346922002325081e-08
248,1.1200327928731978e-07,2.2760292336592735e-08,4.279195195799799e-09,8.315372859836518e-08
249,1.1121915794229539e-07,2.2178376953720118e-08,4.243654459401013e-09,8.311974328400683e-08
250,1.1018642117300771e-07,2.1816250538980182e-08,4.154246582383741e-09,8.283697174513101e-08
251,1.095120692659275e-07,2.1541782984522014e-08,4.142058170062147e-09,8.24226310143355e-08
252,1.0914298986542341e-07,2.1393077144291298e-08,4.134031284948628e-09,8.220211749196339e-08
253,1.0827010356612677e-07,2.1011710681237696e-08,4.0917014585405425e-09,8.185623502730008e-08
254,1.0793207200528366e-07,2.0368046937797274e-08,4.11723194285962e-09,8.207603246955644e-08
255,1.066589954422221e-07,2.0278590148381267e-08,4.00801390146525e-09,8.1286643458207e-08
256,1.060322022007738e-07,2.014808878412994e-08,3.971854993009794e-09,8.089807614646576e-08
257,1.0537294060364832e-07,1.9887528443606217e-08,3.965374374171077e-09,8.045107269135185e-08
258,1.0522873908242382e-07,1.9488276118119496e-08,4.008517774622074e-09,8.050401130633021e-08
259,1.0398987835584881e-07,1.9341738086051935e-08,3.938407295002601e-09,7.959217904975408e-08
260,1.0330111785495337e-07,1.9161547731582576e-08,3.905600120777039e-09,7.916862690650021e-08
261,1.0275933407682975e-07,1.895294605277957e-08,3.8824133616673485e-09,7.89012625188952e-08
262,1.023280520357725e-07,1.8816203113533828e-08,3.867941198468783e-09,7.862890598329111e-08
263,1.0191154323161468e-07,1.859328973373566e-08,3.850452329473767e-09,7.849755074913446e-08
264,1.010899180940665e-07,1.8343137036910382e-08,3.8687938189277554e-09,7.76917535824664e-08
265,1.0055458433031841e-07,1.8192717716110944e-08,3.870328311020075e-09,7.721365589741858e-08
266,9.965935234205251e-08,1.7853990648679492e-08,3.854032977835891e-09,7.66330481218974e-08
267,9.876263304923129e-08,1.7361417092582385e-08,3.854015945417757e-09,7.614079191490686e-08
268,9.77470808533202e-08,1.6858740882093595e-08,3.878388756318779e-09,7.537034382581062e-08
269,9.697820304404027e-08,1.6535089468990457e-08,3.920399792822881e-09,7.457692273582369e-08
270,9.624599263036752e-08,1.6200809746991437e-08,3.976199439757328e-09,7.375873359228315e-08
271,9.569933210682774e-08,1.597601700103815e-08,3.994957397016922e-09,7.325453350232053e-08
272,9.523022738978867e-08,1.566746568106671e-08,3.9923705500612876e-09,7.30743927784577e-08
273,9.419913624965561e-08,1.5467016173339946e-08,3.970283697603432e-09,7.219441722713745e-08
274,9.338511001429511e-08,1.536342714187132e-08,3.93015585551029e-09,7.156867780247116e-08
275,9.282202535367294e-08,1.5296858271431452e-08,3.89985742673835e-09,7.114482135212259e-08
276,9.227843484327248e-08,1.5224622860925966e-08,3.874134963575401e-09,7.072427599151563e-08
277,9.155277951256475e-08,1.5143522222056523e-08,3.893996025812669e-09,6.982036558465764e-08
278,9.056315477924698e-08,1.4992436107264487e-08,3.8021171730487906e-09,6.934777642448335e-08
279,9.001333488337936e-08,1.491737725729782e-08,3.7161511072765765e-09,6.928303709316923e-08
280,8.936656552158549e-08,1.480804228756425e-08,3.6442118516669587e-09,6.905813464725089e-08
281,8.819842206522932e-08,1.4633777667407712e-08,3.6225409632890235e-09,6.797680698620934e-08
282,8.70297943335526e-08,1.4663110011990296e-08,3.5525067685329055e-09,6.6935824244854e-08
283,8.623635230171916e-08,1.4531752544281572e-08,3.475357767501877e-09,6.659019265140188e-08
284,8.545984378689318e-08,1.4357391567992139e-08,3.426102201318554e-09,6.615091723314207e-08
285,8.508554067381465e-08,1.3897071956938604e-08,3.5404336301645206e-09,6.557257839180047e-08
286,8.407759193753047e-08,1.38222646213634e-08,3.404606860968962e-09,6.524732635115945e-08
287,8.338693575236527e-08,1.3576162987757935e-08,3.3468194549890452e-09,6.50510192102463e-08
288,8.300691084513473e-08,1.3349961048281349e-08,3.3363835525894905e-09,6.492597604370595e-08
289,8.229049690987538e-08,1.3124816216151306e-08,3.3003922374085102e-09,6.454252644941133e-08
290,8.181880830594838e-08,1.2895839733911634e-08,3.280708505491666e-09,6.436444819638164e-08
291,8.100166661104023e-08,1.2776775767459423e-08,3.2546270282276578e-09,6.36698389327201e-08
