iter,loss_total,loss_pde,loss_ic,loss_bc
292,8.07141873305757e-08,1.2748622811392387e-08,3.238591730554885e-09,6.344972073558499e-08
293,7.997290290991002e-08,1.262418887565971e-08,3.2031735828470523e-09,6.29098546392561e-08
294,7.950400164206948e-08,1.2414619507275045e-08,3.208631998972789e-09,6.25613047601865e-08
295,7.872528801886345e-08,1.2233437087666333e-08,3.2046418485458686e-09,6.18571925228619e-08
296,7.784087066563055e-08,1.1947400124902876e-08,3.205775231055557e-09,6.112143265062005e-08
297,7.708442402133063e-08,1.1689948862560005e-08,3.1964958582890034e-09,6.05689665811886e-08
298,7.587519358052328e-08,1.134344914308715e-08,3.1625187603220696e-09,5.97209420964876e-08
299,7.550777558015889e-08,1.1183726068364024e-08,3.2041702800901835e-09,5.9219046200138127e-08
300,7.450796065361875e-08,1.1030852497341275e-08,3.161913757684047e-09,5.843972694248787e-08
301,7.367375907487335e-08,1.0940239827146396e-08,3.147359915290455e-09,5.7620795255192956e-08
302,7.316424620078298e-08,1.0855695370741279e-08,3.131271955854766e-09,5.7199195185808497e-08
303,7.281002870603088e-08,1.0795971376821721e-08,3.1359264166392976e-09,5.681261267056694e-08
304,7.253057723546741e-08,1.0757449967466586e-08,3.096853593062619e-09,5.675255522311378e-08
305,7.211913742901269e-08,1.064602872180388e-08,3.079429736208313e-09,5.649115959858064e-08
306,7.178261134879348e-08,1.0526278733423816e-08,3.0788637235598535e-09,5.623045006263538e-08
307,7.139733324927655e-08,1.0299778967917355e-08,3.0850693411000534e-09,5.599993688704569e-08
308,7.0769426912347e-08,1.0098001381999834e-08,3.0571614004446243e-09,5.5647547580579e-08
309,7.039219645061304e-08,9.9879699431802e-09,3.023671292701014e-09,5.552213077333021e-08
310,7.002605034070091e-08,9.867597039989395e-09,3.003125458415071e-09,5.534547435681995e-08
311,6.98690688069644e-08,9.729141514157546e-09,3.0146639117937e-09,5.525396247487909e-08
312,6.951762780467705e-08,9.709919347649367e-09,2.9824980360691438e-09,5.504142180171274e-08
313,6.917569158414939e-08,9.647776404425229e-09,2.9592010499065226e-09,5.4839757934688825e-08
314,6.876205303548077e-08,9.527196036517244e-09,2.9359840430272257e-09,5.462145597906626e-08
315,6.805376792808925e-08,9.348024882621354e-09,2.9323844075474804e-09,5.399836098890895e-08
316,6.761082661250145e-08,9.287309231377927e-09,2.91524705528336e-09,5.363510318449592e-08
317,6.72733604733752e-08,9.28398454583016e-09,2.907695760581368e-09,5.327314818240911e-08
318,6.682847995433221e-08,9.265049183999498e-09,2.8878372785778074e-09,5.287288704571868e-08
319,6.616906786479639e-08,9.233080181040583e-09,2.864329116405022e-09,5.224895418174294e-08
320,6.549835750465611e-08,9.171240103874423e-09,2.8396013566906856e-09,5.1654935069771564e-08
321,6.486973581014653e-08,9.113639069774353e-09,2.8799470989132895e-09,5.0718212933600634e-08
322,6.445368503645181e-08,9.034632881409273e-09,2.841308854708993e-09,5.053846558893452e-08
323,6.40398417081794e-08,8.873541898691113e-09,2.817809744038825e-09,5.0370952527736194e-08
324,6.37839374569992e-08,8.83822077405021e-09,2.83375859955832e-09,5.0006928702819284e-08
325,6.331448347963341e-08,8.721060648838161e-09,2.8132164280740067e-09,4.9700479665958604e-08
326,6.278911391310277e-08,8.588224592157114e-09,2.801234239368171e-09,4.929386204892107e-08
327,6.257462451812938e-08,8.531912193737326e-09,2.7946299631426582e-09,4.9140620549239563e-08
328,6.22568651624247e-08,8.5068153683814e-09,2.7870338117647736e-09,4.8829466026672594e-08
329,6.192611057268609e-08,8.33017723712776e-09,2.8398083449840572e-09,4.832638310366478e-08
330,6.15736124785384e-08,8.365766835961353e-09,2.78823621933352e-09,4.816173146606055e-08
331,6.134836256367265e-08,8.353493829851592e-09,2.7684683811803684e-09,4.8020381217555484e-08
332,6.115561265481962e-08,8.326744531131917e-09,2.7543612251526107e-09,4.7902438146150613e-08
333,6.074127797109522e-08,8.28541280216897e-09,2.7328739337330233e-09,4.7576406953633664e-08
334,6.055759306373159e-08,8.101665825262977e-09,2.735817472693883e-09,4.755889493254165e-08
335,6.012469531061129e-08,8.074475136632611e-09,2.7161967610347383e-09,4.718186854721546e-08
336,5.986974639426576e-08,8.045200962494979e-09,2.7080834929666333e-09,4.695541290042053e-08
337,5.964273786792778e-08,7.974843291230398e-09,2.7010458480905324e-09,4.680662002734225e-08
338,5.926920194785517e-08,7.887804568341113e-09,2.6720878417385135e-09,4.663061356912689e-08
339,5.9163351386981906e-08,7.648756423480749e-09,2.763008273468435e-09,4.624963460682385e-08
340,5.857121406155537e-08,7.697109157458225e-09,2.6604832042270895e-09,4.608193286446081e-08
341,5.850791409413175e-08,7.704310775441602e-09,2.6439229244127065e-09,4.609499064499859e-08
342,5.839992898449073e-08,7.698382431577408e-09,2.629967602648653e-09,4.6054041128479274e-08
343,5.810508114657818e-08,7.67590271389014e-09,2.604309628840172e-09,4.5875529991307565e-08
344,5.77246064015921e-08,7.628656469826486e-09,2.5846892944600566e-09,4.558679969462331e-08
345,5.7466906636986753e-08,7.64611445888537e-09,2.597226454593695e-09,4.5176674198637237e-08
346,5.705862527316977e-08,7.646327280683534e-09,2.574717430275227e-09,4.4813510013177585e-08
347,5.683986712127809e-08,7.684500310696162e-09,2.5519970221816072e-09,4.463625326166469e-08
348,5.667081924063345e-08,7.675743482931535e-09,2.5419491692080806e-09,4.4501011637058e-08
349,5.650682852623123e-08,7.655726920853916e-09,2.5285170337371826e-09,4.440586945666667e-08
350,5.613920210490604e-08,7.576245357718802e-09,2.511288627561086e-09,4.4157771371327035e-08
351,5.569986178555567e-08,7.464621130652123e-09,2.504751236406853e-09,4.3797586112451756e-08
352,5.530178203540327e-08,7.330759385570149e-09,2.506574062602237e-09,4.346480628675457e-08
353,5.514929474062157e-08,7.214985223582356e-09,2.5353970372909903e-09,4.324786263079538e-08
354,5.489256948425395e-08,7.230443643224314e-09,2.4933660590950606e-09,4.316740485936243e-08
355,5.474118695292675e-08,7.2204802784415345e-09,2.473696883893492e-09,4.311264163528412e-08
356,5.441630425969128e-08,7.1494959397482e-09,2.450053624059024e-09,4.2944593718484055e-08
357,5.382781718405752e-08,7.005697489546711e-09,2.4228475961971267e-09,4.256539957639427e-08
358,5.371210995159011e-08,7.0116952479141e-09,2.420539063372067e-09,4.2430923711528974e-08
359,5.337293797946144e-08,6.98353615182904e-09,2.406349956709202e-09,4.2136806435385126e-08
360,5.3228185286100996e-08,6.996894073929741e-09,2.394418158901908e-09,4.201547773476574e-08
361,5.304683354322482e-08,6.988514689609802e-09,2.38559132132119e-09,4.185749131218525e-08
362,5.277173422976177e-08,6.951158135332601e-09,2.3781620207930775e-09,4.161224687732406e-08
363,5.234155935695584e-08,6.90487526126131e-09,2.3678668781954866e-09,4.120607684353429e-08
364,5.1658835354928136e-08,6.8744003831797515e-09,2.356726959371574e-09,4.0478023343093644e-08
365,5.155596667567546e-08,6.8820587121382705e-09,2.363615875591378e-09,4.030221052443508e-08
366,5.126484590356126e-08,6.873686293994548e-09,2.3656207570728858e-09,3.9945767980521886e-08
367,5.0925906152723824e-08,6.894653803461794e-09,2.360426063973441e-09,3.953834262147939e-08
368,5.053247982249844e-08,6.8395076971275034e-09,2.3499349582117697e-09,3.918891085060343e-08
369,5.0124474311331173e-08,6.832183868817822e-09,2.34118448217409e-09,3.875305709627606e-08
370,4.993345925918277e-08,6.763446538710267e-09,2.3503215611726746e-09,3.854949598702839e-08
371,4.9797363274077117e-08,6.775651558931795e-09,2.312882125794247e-09,3.8592526099579167e-08
372,4.9742895979697485e-08,6.7811333377733325e-09,2.303393041096613e-09,3.857618929774229e-08
373,4.955289828376625e-08,6.783528093493159e-09,2.2824284057738198e-09,3.8467067302943876e-08
374,4.925366529766802e-08,6.7963239206856075e-09,2.261241204844609e-09,3.821352593955172e-08
375,4.9005065530838624e-08,6.683400869077354e-09,2.240226287286416e-09,3.8173799369851345e-08
376,4.841367660877143e-08,6.694222992870428e-09,2.2034274775605398e-09,3.766001749172984e-08
377,4.811339816510435e-08,6.657742787016056e-09,2.1864565800491477e-09,3.7440041510704466e-08
378,4.801087339125637e-08,6.628999025236919e-09,2.1869142863601337e-09,3.7347421641838675e-08
379,4.787084441579376e-08,6.5916479466505785e-09,2.191556404248487e-09,3.719459576221335e-08
380,4.7730486512178516e-08,6.550167664624217e-09,2.192812428748616e-09,3.706663153796949e-08
381,4.7508043366281175e-08,6.463022193502445e-09,2.191239304603698e-09,3.6911202070780327e-08
382,4.731149396291547e-08,6.357322408918086e-09,2.1850261920708744e-09,3.6837646185006066e-08
383,4.722897479360138e-08,6.342637773684797e-09,2.183005102796803e-09,3.6767081520162295e-08
384,4.7043389498672074e-08,6.250252073439638e-09,2.170461574369499e-09,3.6728486953294685e-08
385,4.683352632883566e-08,6.1638418782117945e-09,2.160289838019264e-09,3.663886419785015e-08
386,4.658096746604141e-08,6.078508331815098e-09,2.150383405106981e-09,3.649432979466078e-08
387,4.630077700716468e-08,6.012219893756965e-09,2.1365405008532123e-09,3.6316451045087994e-08
388,4.6243296153799075e-08,6.034830024713889e-09,2.152456895769e-09,3.61237783079855e-08
389,4.5703854903317085e-08,5.963929859251173e-09,2.1074475038340663e-09,3.5821900527358e-08
390,4.5493671321575365e-08,5.941007060581044e-09,2.0938362746886764e-09,3.567509369734507e-08
391,4.5301037555223696e-08,5.908260681809634e-09,2.0906533730839753e-09,3.5499325776931124e-08
392,4.5273216297352114e-08,5.9115315057193516e-09,2.1121231142640775e-09,3.5333165622867186e-08
393,4.511196368915524e-08,5.882760839191416e-09,2.093916207212868e-09,3.5280553288539533e-08
394,4.505188006514245e-08,5.864770697248552e-09,2.093818920844495e-09,3.5229853415770716e-08
395,4.497956773195695e-08,5.838736104740202e-09,2.096648881028631e-09,3.5156565701657436e-08
396,4.487206112505314e-08,5.8070060729584944e-09,2.094661907741746e-09,3.5076121656323755e-08
397,4.479003191321458e-08,5.733621058692413e-09,2.0961680006133495e-09,3.505659180226264e-08
398,4.4617668469765634e-08,5.703804279068707e-09,2.0824080074263922e-09,3.4965147635077755e-08
399,4.4431933883738596e-08,5.645910979339791e-09,2.0637643261446902e-09,3.492079858950577e-08
400,4.4170361309663033e-08,5.551853580378459e-09,2.050134517700966e-09,3.479815822075568e-08
401,4.397356461314161e-08,5.474495313938391e-09,2.0396080694132465e-09,3.471554566100785e-08
402,4.38586646389271e-08,5.434180157029617e-09,2.0413576491590722e-09,3.4614227600858754e-08
403,4.367539495577653e-08,5.371217684371455e-09,2.030210283485055e-09,3.453426661333982e-08
404,4.357894008640423e-08,5.322307453417958e-09,2.038267527482389e-09,3.4428202469114534e-08
405,4.345277546972379e-08,5.308180079654655e-09,2.036403394019699e-09,3.43028492307735e-08
406,4.330488827782368e-08,5.295507870058619e-09,2.041049726328116e-09,3.4110359267347233e-08
407,4.3114183309568784e-08,5.260748782557412e-09,2.04031110326281e-09,3.3924788601510667e-08
408,4.287618094034061e-08,5.127930162877397e-09,2.0519521067691974e-09,3.3727091595477755e-08
409,4.2618981935281634e-08,5.0670400955414985e-09,2.031409664026366e-09,3.361067566981683e-08
410,4.250092216033549e-08,5.028881292694273e-09,2.0222860072468194e-09,3.356784866931253e-08
411,4.234182040120566e-08,4.939183949600581e-09,2.016927064630148e-09,3.351531513287625e-08
412,4.213189788751391e-08,4.841983489376953e-09,2.0087654425570856e-09,3.3426755091306595e-08
413,4.195906699875104e-08,4.67780730275123e-09,1.9986492971189176e-09,3.347665528676932e-08
414,4.1768211363952215e-08,4.652498594898636e-09,1.996498151089237e-09,3.3287827791284793e-08
415,4.169122186913433e-08,4.6516986276598e-09,1.989029537110563e-09,3.323963344942642e-08
416,4.144542715827388e-08,4.593778453882565e-09,1.9705576106019486e-09,3.312112155775651e-08
417,4.134979458121185e-08,4.53074497405246e-09,1.9673867898341165e-09,3.310035275480706e-08
418,4.118924028598229e-08,4.477752528809637e-09,1.952028444306467e-09,3.306107963194367e-08
419,4.104782884354182e-08,4.431061549018338e-09,1.9441214974297924e-09,3.2992928675715815e-08
420,4.091379939767503e-08,4.402460714967733e-09,1.937558668800352e-09,3.29037012164469e-08
421,4.079761709776644e-08,4.381311153702028e-09,1.9369099572016893e-09,3.279180188532169e-08
422,4.059232046450559e-08,4.395964155089986e-09,1.9078134220092285e-09,3.269769592841508e-08
423,4.045821496085599e-08,4.405923415436286e-09,1.8917459707558977e-09,3.2618189364367215e-08
424,4.03519013296996e-08,4.4053221769407065e-09,1.884355190924996e-09,3.2533563190371285e-08
425,4.0188781167827214e-08,4.362047944443696e-09,1.876223489909251e-09,3.2436145577727825e-08
426,4.0058970932470056e-08,4.312928857377066e-09,1.87109873826863e-09,3.236846248163166e-08
427,3.983928389469959e-08,4.211857353571367e-09,1.867454922650122e-09,3.2245728715999745e-08
428,3.970758156523296e-08,4.131279103602174e-09,1.8601562416619764e-09,3.222705546797471e-08
429,3.952461137336025e-08,4.014468065244157e-09,1.8510417019545665e-09,3.220091521617577e-08
430,3.9388769855478156e-08,3.943519745099792e-09,1.8493488463664926e-09,3.213197269290918e-08
431,3.9078300862304055e-08,3.82657331934845e-09,1.8355735184626208e-09,3.1978517818662465e-08
432,3.864051133124835e-08,3.7150646002977664e-09,1.8138664879686435e-09,3.1710719676196756e-08
433,3.844690183634607e-08,3.690805772430625e-09,1.8075384927354555e-09,3.1542214868689794e-08
434,3.834325867195167e-08,3.686771240342073e-09,1.7994772542560323e-09,3.146903070185656e-08
435,3.821807779502808e-08,3.6688767524628906e-09,1.7910920274069135e-09,3.138842879644569e-08
436,3.791972527544504e-08,3.564444655802583e-09,1.781144423666501e-09,3.12116185844349e-08
437,3.772122211093892e-08,3.4736658757845006e-09,1.7829471045901107e-09,3.1069610357744505e-08
438,3.7541962748373297e-08,3.382276699820388e-09,1.787725760595364e-09,3.093400842853088e-08
439,3.738672093976993e-08,3.344519993828271e-09,1.7778801183854512e-09,3.084970773116009e-08
440,3.7189291785017245e-08,3.3026589917902605e-09,1.7655123749494865e-09,3.073408120665386e-08
441,3.6908984904683344e-08,3.234544374509579e-09,1.750632831189908e-09,3.056447931955885e-08
442,3.6756669652372686e-08,3.1674200908163416e-09,1.7473377175794444e-09,3.048038215162168e-08
443,3.650963706175029e-08,3.125853504621217e-09,1.7320906856300145e-09,3.032117039386841e-08
444,3.6396297535572655e-08,3.1036476512790423e-09,1.7252099468394397e-09,3.0251257519358414e-08
445,3.619045280766152e-08,3.062571241718839e-09,1.717814607521663e-09,3.009471262082738e-08
446,3.5924276238094516e-08,3.027840337085541e-09,1.7110442436517453e-09,2.9853202591834865e-08
447,3.5772794256222906e-08,2.9842747061112008e-09,1.7085416222791967e-09,2.9736684669754836e-08
448,3.553911354804319e-08,2.9849936062776846e-09,1.6869637361428248e-09,2.9580050856024437e-08
449,3.5436728899997674e-08,2.975332550162632e-09,1.6753439308397063e-09,2.9536516944743534e-08
450,3.538982306943985e-08,2.961186628009186e-09,1.6755545592662425e-09,2.9495348079544678e-08
451,3.531749029745834e-08,2.946934270420583e-09,1.669688982904118e-09,2.9459637351800914e-08
452,3.5195976032063266e-08,2.927437289026285e-09,1.6627558697364062e-09,2.9376778254630456e-08
453,3.503511652640499e-08,2.8998925331473444e-09,1.6572005323758475e-09,2.924755823699514e-08
454,3.490157947357604e-08,2.8846169735522095e-09,1.6543049454155912e-09,2.9120785123499247e-08
455,3.476751709921084e-08,2.885800716823152e-09,1.6516389623277522e-09,2.8971948296388554e-08
456,3.469072790911013e-08,2.878717180204613e-09,1.6406000921824022e-09,2.8952985325683784e-08
457,3.4549688478650406e-08,2.854801008988555e-09,1.6313959974379004e-09,2.8865292206033983e-08
458,3.443713866170389e-08,2.8291546308700923e-09,1.6285139999565228e-09,2.8776640421860264e-08
459,3.424640621823607e-08,2.7970103505185543e-09,1.621912679827061e-09,2.862288034828576e-08
460,3.4207698919241613e-08,2.7989791075554916e-09,1.621700325336521e-09,2.8574594812616244e-08
461,3.412830857761716e-08,2.793356631189973e-09,1.619176284178121e-09,2.8499806894296494e-08
462,3.4087645435328973e-08,2.791290813438855e-09,1.6169583623758355e-09,2.846603707152482e-08
463,3.403285169389208e-08,2.7797408034156124e-09,1.6123196054658217e-09,2.8441071162277592e-08
464,3.392679111978146e-08,2.764280030103704e-09,1.6054369212068562e-09,2.8371820311362932e-08
465,3.378257979125809e-08,2.7313882304118253e-09,1.6042295537729643e-09,2.8243417265908425e-08
466,3.371825214781106e-08,2.7130152584549695e-09,1.6068105803031452e-09,2.8172010514777258e-08
467,3.354836242330737e-08,2.6764492470295907e-09,1.6041640010250983e-09,2.8025399754652053e-08
468,3.3371710222370835e-08,2.6434232908825433e-09,1.5941434865640734e-09,2.791029699140414e-08
469,3.316653097114862e-08,2.6158948133939058e-09,1.5802788848349156e-09,2.777671163258633e-08
470,3.2973625118800425e-08,2.5934010026699108e-09,1.5701176273647193e-09,2.76298175189301e-08
471,3.266738566052477e-08,2.5560961260855797e-09,1.5652614032510515e-09,2.7331198947112234e-08
472,3.258193734146184e-08,2.5262849266866523e-09,1.5627510811587746e-09,2.7278417171633778e-08
473,3.247769927047869e-08,2.495936287240922e-09,1.5541700255379327e-09,2.7239671800302664e-08
474,3.243178293977448e-08,2.474220433938072e-09,1.5466411168257709e-09,2.725517433574875e-08
475,3.236796637643696e-08,2.458405799509017e-09,1.5389012838853848e-09,2.7242940586982198e-08
476,3.2240787069273947e-08,2.452928941570937e-09,1.530686747010696e-09,2.7143756178957005e-08
477,3.219996579635564e-08,2.457406529233412e-09,1.5332512039874386e-09,2.7073247384569286e-08
478,3.210563784093279e-08,2.471310660529757e-09,1.5298415530347907e-09,2.696176431115221e-08
479,3.203908448327035e-08,2.4853926280700108e-09,1.5266052123827516e-09,2.6882865971289256e-08
480,3.196067328006423e-08,2.4950340224941943e-09,1.5244220219584462e-09,2.678863883272997e-08
481,3.187522754144946e-08,2.4952764894859477e-09,1.521212118539694e-09,2.6703426765989547e-08
482,3.1789279510222995e-08,2.479641808907029e-09,1.5180058228559285e-09,2.6636923842824816e-08
483,3.166552686593622e-08,2.4594586190138847e-09,1.5093204971442765e-09,2.6562643251409947e-08
484,3.161221734068395e-08,2.444523861117813e-09,1.5087584169607429e-09,2.6519250913190907e-08
485,3.1581120530519785e-08,2.4407880108155536e-09,1.5050552714680828e-09,2.6508044206411502e-08
486,3.1552525766971786e-08,2.438990387948252e-09,1.5001402281934555e-09,2.650476546914982e-08
487,3.150092863572246e-08,2.445231735857544e-09,1.4926647654931028e-09,2.647896855058542e-08
488,3.145660069127443e-08,2.455768947821899e-09,1.4881817524681728e-09,2.6438914057274093e-08
489,3.1394926811417085e-08,2.4809555265069795e-09,1.486024523176877e-09,2.634598414637158e-08
490,3.135910664610541e-08,2.4978790702350354e-09,1.4859851382431168e-09,2.6281963477811158e-08
491,3.130328183152526e-08,2.493490226443697e-09,1.4833485721477253e-09,2.6235054136830692e-08
492,3.1258912997493673e-08,2.4727037961291557e-09,1.4809824823370738e-09,2.622046182096502e-08
493,3.122314325222233e-08,2.4557465583012915e-09,1.4784401306633317e-09,2.621273368317135e-08
494,3.111528434890336e-08,2.4186619180004686e-09,1.4730233497437975e-09,2.6158876889184208e-08
495,3.098139212252608e-08,2.385988641522345e-09,1.4680086615138237e-09,2.606552779266715e-08
496,3.082966903274324e-08,2.402149890755721e-09,1.481576256889313e-09,2.5779933258563496e-08
497,3.071271056421028e-08,2.4199350279642463e-09,1.4727199478892554e-09,2.566869580875487e-08
498,3.06526835481076e-08,2.462325746949139e-09,1.4632222457696874e-09,2.5600672267713882e-08
499,3.058428738184138e-08,2.4655925991840305e-09,1.4640643641208823e-09,2.550833582241275e-08
500,3.053437990019349e-08,2.468494663093741e-09,1.4656425144489114e-09,2.5434570177872043e-08
501,3.041483458924076e-08,2.5009513136576074e-09,1.4709837751740522e-09,2.5217476972646676e-08
502,3.033906143985513e-08,2.5198561868089095e-09,1.4697202727120059e-09,2.5109683154921042e-08
503,3.029935034195052e-08,2.543844932589206e-09,1.469255550126332e-09,2.5034856365337595e-08
504,3.02142183671898e-08,2.5599418289413075e-09,1.4656232880021158e-09,2.4933235189348956e-08
505,3.015507303461646e-08,2.5611991911885726e-09,1.462383294060055e-09,2.487900745190868e-08
506,3.008914201390669e-08,2.5637751033934192e-09,1.4575964099515954e-09,2.4824149242531436e-08
507,2.998534413794489e-08,2.570599971033989e-09,1.4500002636901653e-09,2.4734768007149264e-08
508,2.9928041889347323e-08,2.580867535399957e-09,1.4483540147473667e-09,2.4662286173565972e-08
509,2.9824313525045714e-08,2.5686531083192648e-09,1.445213351102286e-09,2.456956309466938e-08
510,2.9773543941560943e-08,2.5526915159071256e-09,1.4428463710547543e-09,2.454130031974237e-08
511,2.9684367917822165e-08,2.538547306069997e-09,1.4392010353837712e-09,2.447167230485368e-08
512,2.9511514701119618e-08,2.5311541636374608e-09,1.4303497153926792e-09,2.4322984143094315e-08
513,2.946550724281335e-08,2.549707150900962e-09,1.434927016279123e-09,2.4216982830905425e-08
514,2.9348452257399874e-08,2.571338215932434e-09,1.428121104758921e-09,2.408869130515956e-08
515,2.9298837131580693e-08,2.5828110743421007e-09,1.4243356960221918e-09,2.403688755342699e-08
516,2.9259819929097358e-08,2.598325669904671e-09,1.4217991825599634e-09,2.3985608849710294e-08
517,2.9234518994334904e-08,2.5967479600243304e-09,1.4270593785689188e-09,2.39252779358141e-08
518,2.917974114903542e-08,2.5965192599419986e-09,1.4175965301995885e-09,2.3915362933567377e-08
519,2.9101177545863237e-08,2.590022693685539e-09,1.409781837207726e-09,2.387425871306845e-08
520,2.9053541633618737e-08,2.5845340868139958e-09,1.4084614110731713e-09,2.3830801526332585e-08
521,2.895429972283937e-08,2.5595975071723493e-09,1.402492660837941e-09,2.3775940959054618e-08
522,2.8925978507649315e-08,2.558033427879063e-09,1.4011640936066789e-09,2.3751281772328733e-08
523,2.8860449489367802e-08,2.5373940743559672e-09,1.3983536226213968e-09,2.3713386670363738e-08
524,2.883503319891887e-08,2.5222227591352285e-09,1.3947187956440203e-09,2.3722623623642164e-08
525,2.880347410453048e-08,2.4985459696876072e-09,1.391220100594696e-09,2.3733925555491796e-08
526,2.8755821376783663e-08,2.468770530821763e-09,1.3869570618671837e-09,2.3737617866058936e-08
527,2.8719124668790455e-08,2.3856139027587516e-09,1.3984307717945524e-09,2.3725663127878022e-08
528,2.8632825403902155e-08,2.3859412521974534e-09,1.3835573844407384e-09,2.370899711687557e-08
529,2.859194893813192e-08,2.3851648025616695e-09,1.3785396460019325e-09,2.3690125510331566e-08
530,2.8538242588701952e-08,2.373881529343982e-09,1.3736802011295003e-09,2.3667477989437337e-08
531,2.8458545639091498e-08,2.3484631333521234e-09,1.3683628596050915e-09,2.363312324661293e-08
532,2.838531931410133e-08,2.310862151328803e-09,1.369309183906403e-09,2.3584067731922738e-08
533,2.8317724944147274e-08,2.3116363031964246e-09,1.3630070895579027e-09,2.353843152206919e-08
534,2.827364024419826e-08,2.301465771376529e-09,1.3579415273758923e-09,2.3527381685364545e-08
535,2.823050296161307e-08,2.2999143317336496e-09,1.3548153617633217e-09,2.3495397799746103e-08
536,2.8165121723243668e-08,2.2882644820305822e-09,1.3500838627026495e-09,2.345820924332674e-08
537,2.806016064540118e-08,2.2596025404057123e-09,1.345083274201711e-09,2.3395134922232468e-08
538,2.7901001221739124e-08,2.220506074229757e-09,1.3394073908475811e-09,2.3282779406278764e-08
539,2.7856752531192542e-08,2.193427144695398e-09,1.3485708286571883e-09,2.3207110509562682e-08
540,2.776131613268286e-08,2.1822794840389354e-09,1.3443956775294791e-09,2.3129370722966493e-08
541,2.7696101182560668e-08,2.171801899593882e-09,1.3409173491364596e-09,2.3083468924726514e-08
542,2.757750981726304e-08,2.149282027270941e-09,1.3339800792116246e-09,2.3007878233425618e-08
543,2.7436088694104375e-08,2.1267633608952674e-09,1.325420995854405e-09,2.2914163632114978e-08
544,2.7400585083569497e-08,2.1208285093119274e-09,1.3263051209686723e-09,2.2872858302274795e-08
545,2.730667548487818e-08,2.10983518421784e-09,1.3195112967452785e-09,2.2812437111160527e-08
546,2.7255406229951835e-08,2.1033454839754014e-09,1.3174103340851722e-09,2.2770436842223863e-08
547,2.722950201328307e-08,2.0991177003255123e-09,1.3148440432246765e-09,2.2759362711018125e-08
548,2.7144620458311906e-08,2.0903540762623115e-09,1.3131302873692933e-09,2.2676870329202528e-08
549,2.7083928983511667e-08,2.083735521117601e-09,1.3102702684803212e-09,2.2628083606696582e-08
550,2.7016287241871993e-08,2.077460034715996e-09,1.3080951217062276e-09,2.2566319534703697e-08
551,2.6960680838432733e-08,2.0722714861519183e-09,1.3088953442192111e-09,2.2500115728205742e-08
552,2.691715829461512e-08,2.0777879746910512e-09,1.3132721916514061e-09,2.241422137201227e-08
553,2.6824048316136576e-08,2.068471835613833e-09,1.3119453613962302e-09,2.232006579395899e-08
554,2.6741507347385957e-08,2.0593812684124308e-09,1.3086136014237292e-09,2.2250490749679432e-08
555,2.666544518178516e-08,2.048566789968263e-09,1.3054775977239373e-09,2.2189739169774657e-08
556,2.658672030035087e-08,2.0362073773287805e-09,1.301430920053522e-09,2.2133067106693165e-08
557,2.6572342469277168e-08,2.0493807294728526e-09,1.3210973172528496e-09,2.1981995693514283e-08
558,2.6435557804989597e-08,2.03558199411617e-09,1.2982139062460967e-09,2.1968894151599147e-08
559,2.6402961811900356e-08,2.0299371795532654e-09,1.2939302111556991e-09,2.1961655450965216e-08
560,2.6356012860545153e-08,2.0191961736884293e-09,1.289961388306543e-09,2.1941258162843554e-08
561,2.628702712177796e-08,1.996235731351203e-09,1.2844622487438586e-09,2.1918044345215734e-08
562,2.6190859814311374e-08,1.966969409169847e-09,1.2785891550667149e-09,2.1871632710719625e-08
563,2.6081859988252454e-08,1.9655858646216022e-09,1.2752608978469488e-09,2.1760413525957036e-08
564,2.59967306587966e-08,1.9348293184798454e-09,1.2683670222775847e-09,2.1735363773329675e-08
565,2.5942285749240022e-08,1.945381981002533e-09,1.2657207449741735e-09,2.1671990786636527e-08
566,2.5873113565004542e-08,1.949759408174383e-09,1.262428603927991e-09,2.1602058155130222e-08
567,2.5799424987008223e-08,1.950293412675392e-09,1.2605614578274932e-09,2.1522791322727917e-08
568,2.56908836718851e-08,1.945689935237939e-09,1.2605135340120458e-09,2.1396453485327767e-08
569,2.5564108839283226e-08,1.924194220575007e-09,1.2606746267460598e-09,2.126723273519661e-08
570,2.541847605929402e-08,1.931094687664976e-09,1.2584126451049706e-09,2.109492163704097e-08
571,2.5325323141040208e-08,1.916476830816475e-09,1.2493970263907873e-09,2.1053113155167482e-08
572,2.5187237075864597e-08,1.8963203634507637e-09,1.2411877117743213e-09,2.095849388977733e-08
573,2.508636563024839e-08,1.873708883601224e-09,1.2398225273406388e-09,2.0871309221170035e-08
574,2.5020785716730815e-08,1.85957788563214e-09,1.2402329323500668e-09,2.080617846472473e-08
575,2.493805487044593e-08,1.8539922499230238e-09,1.2353655448017277e-09,2.0741277522602718e-08
576,2.4903415288568612e-08,1.850034935413452e-09,1.2289230160436627e-09,2.074239238052572e-08
577,2.4810133508292e-08,1.8496215671007245e-09,1.2227292328962092e-09,2.0666261569800316e-08
578,2.4734649482167775e-08,1.8368646703379696e-09,1.225876893188699e-09,2.0571035828023143e-08
579,2.463741563140802e-08,1.8551647353554504e-09,1.226064521985461e-09,2.042916342893548e-08
580,2.456444164768984e-08,1.8649449934385063e-09,1.2245318880669063e-09,2.033750403618642e-08
581,2.444297840726655e-08,1.8781085985823524e-09,1.2199247579956075e-09,2.0201019997378635e-08
582,2.439544788899239e-08,1.882802516424652e-09,1.2231470191971416e-09,2.0118143614524254e-08
